Institution,State,Historically_Black,Predominantly_Black,Alask_Nat_Nat_Hawaiian_Serving,Tribal,Asian_American_Pacific_Islander_Serving,Hispanic_Serving,Native_American_Nontribal,Men_only,Women_only,Acceptance_rate,Average_SAT,Average_Cost_Of_Attendance,Avg_Net_Price_Pub_0_To_30000_Income,Avg_Net_Price_Pub_30000_To_48000_Income,Avg_Net_Price_Pub_48001_To_75000_Income,Avg_Net_Price_Pub_75001_To_110000_Income,Avg_Net_Price_Pub_110001_To_Inf_Income,Avg_Net_Price_Priv_0_To_30000_Income,Avg_Net_Price_Priv_30000_To_48000_Income,Avg_Net_Price_Priv_48001_To_75000_Income,Avg_Net_Price_Priv_75001_To_110000_Income,Avg_Net_Price_Priv_110001_To_Inf_Income,Perc_Undergrad_White,Perc_Undergrad_Black,Perc_Undergrad_Hispanic,Perc_Undergrad_Asian,Perc_Undergrad_Am_Indian_Alask_Native,Perc_Native_Hawaiin_Pac_Islander,Perc_Two_Or_More_Races,Perc_Receiving_Loan,Med_Loan_Debt,Inst_Loan_Debt,Socioeconomic_Div,White_Compl_Rate,Black_Compl_Rate,Hisp_Compl_Rate,Asian_Compl_Rate,Asian_Am_Pac_Islander_Compl_Rate,Native_Am_Pac_Islander_Compl_Rate,Two_Or_More_Races_Compl_Rate,Med_earnings
Brown University,RI,0,0,0,0,0,0,0,0,0,0.0506,1547,82570,NA,NA,NA,NA,NA,4741,1199,8394,20163,46032,0.3827,0.0822,0.1162,0.1907,0.0037,0.0018,0.0781,0.0948,10000,57795,0.1346,0.962,0.8679,0.9245,0.9653,0.6667,1,0.9596,89100
Providence College,RI,0,0,0,0,0,0,0,0,0,0.5278,1334,73779,NA,NA,NA,NA,NA,20260,23618,24965,33639,51082,0.7701,0.0354,0.0955,0.0159,3e-4,0.0013,0.0285,0.5315,27000,52900,0.1391,0.8671,0.8158,0.8131,0.875,1,1,0.8462,73400
Rhode Island College,RI,0,0,0,0,0,1,0,0,0,0.8753,990,18709,9147,9929,13098,16317,18148,NA,NA,NA,NA,NA,0.5098,0.1107,0.2581,0.0329,0.0063,4e-4,0.0194,0.4725,13833,8300,0.44,0.4913,0.3023,0.3541,0.6333,0.2857,0.5,0.4286,43900
University of Rhode Island,RI,0,0,0,0,0,0,0,0,0,0.7639,1178,31804,11437,13822,17327,22757,27004,NA,NA,NA,NA,NA,0.7426,0.0484,0.1091,0.0328,0.0014,3e-4,0.0356,0.4794,17750,26383,0.2336,0.7459,0.5742,0.5829,0.7143,0.5714,0,0.6265,58400
Roger Williams University,RI,0,0,0,0,0,0,0,0,0,0.9099,1215,58334,NA,NA,NA,NA,NA,37805,36278,39015,38295,40738,0.7446,0.0312,0.0972,0.0184,0.0025,8e-4,0.028,0.3542,19500,42516,0.1185,0.6769,0.6471,0.6164,0.7647,0,0,0.6087,56000
College of Charleston,SC,0,0,0,0,0,0,0,0,0,0.7569,1239,30468,12607,13606,16080,22067,24133,NA,NA,NA,NA,NA,0.7892,0.0561,0.0716,0.0194,0.0011,1e-4,0.0387,0.3959,17500,32562,0.2105,0.6509,0.5764,0.5952,0.7188,0.7,0.6667,0.7606,48700
Citadel Military College of South Carolina,SC,0,0,0,0,0,0,0,0,0,0.9858,1178,30690,13875,16730,19793,22150,25410,NA,NA,NA,NA,NA,0.754,0.0726,0.0771,0.0203,0.0015,0.0019,0.0512,0.3767,18000,40440,0.198,0.7281,0.5556,0.6604,0.7273,0.8333,0.5,0.625,59600
Claflin University,SC,1,0,0,0,0,0,0,0,0,0.78,NA,33658,NA,NA,NA,NA,NA,19552,19589,26813,27220,27462,0.0376,0.8913,0.0116,0.0052,0.0058,0,0.0017,0.7639,22049,18660,0.7431,0.5,0.5154,0,0.4286,0.3333,1,0,30700
University of South Carolina Aiken,SC,0,0,0,0,0,0,0,0,0,0.7562,1080,20783,8278,10095,12960,15134,16265,NA,NA,NA,NA,NA,0.6092,0.2229,0.0738,0.0138,0.0018,4e-4,0.0536,0.4582,13000,13274,0.4131,0.438,0.3935,0.4167,0.75,0.3333,1,0.24,40800
University of South Carolina-Columbia,SC,0,0,0,0,0,0,0,0,0,0.6405,1304,28844,12262,14677,19783,23389,25312,NA,NA,NA,NA,NA,0.7354,0.0904,0.0579,0.0426,0.0014,8e-4,0.042,0.4176,18500,31340,0.195,0.789,0.7441,0.787,0.8176,0.6,0.7143,0.6872,53900
Black Hills State University,SD,0,0,0,0,0,0,0,0,0,0.9664,1085,20843,13375,14864,17233,18935,19635,NA,NA,NA,NA,NA,0.8903,0.0057,0.0326,0.0036,0.0181,0.001,0.0222,0.324,15000,9500,0.331,0.4852,0.1111,0.2667,0.25,0.1538,0,0.3929,40500
Mount Marty University,SD,0,0,0,0,0,0,0,0,0,0.6839,1050,44064,NA,NA,NA,NA,NA,20480,18379,19948,21968,23145,0.71,0.0693,0.0592,0.0058,0.0231,0.0058,0.0462,0.3516,14750,16135,0.2857,0.6506,0.25,0.4,0.5,0,0,0.2,39400
South Dakota State University,SD,0,0,0,0,0,0,0,0,0,0.8608,1121,22447,13746,14535,17639,19922,19922,NA,NA,NA,NA,NA,0.8636,0.0174,0.0282,0.0122,0.0083,5e-4,0.0204,0.457,16246,15190,0.2053,0.6148,0.36,0.371,0.4737,0.125,1,0.463,50200
University of South Dakota,SD,0,0,0,0,0,0,0,0,0,0.9946,1122,23178,15653,16813,18725,21006,21482,NA,NA,NA,NA,NA,0.8135,0.0359,0.0526,0.0116,0.0175,6e-4,0.0317,0.4282,17500,12000,0.2532,0.6183,0.45,0.4286,0.6,0.125,0,0.3023,49500
East Tennessee State University,TN,0,0,0,0,0,0,0,0,0,0.8526,1114,24278,10101,11109,14498,18154,18666,NA,NA,NA,NA,NA,0.7456,0.0669,0.0393,0.018,8e-4,1e-4,0.0322,0.3866,14400,14658,0.4008,0.5818,0.3373,0.3095,0.7407,0.5,0,0.5111,40600
Freed-Hardeman University,TN,0,0,0,0,0,0,0,0,0,0.9119,1147,35735,NA,NA,NA,NA,NA,14395,15984,18112,20796,20965,0.875,0.0347,0.0014,0.0101,0.0072,0.0014,0.0108,0.4068,16750,16907,0.3032,0.7195,0.4167,0.8,0.6667,1,1,1,41100
Lee University,TN,0,0,0,0,0,0,0,0,0,0.7259,1174,32673,NA,NA,NA,NA,NA,14350,13560,18412,21870,23256,0.8233,0.0426,0.016,0.0143,0.0031,0.0017,0.0471,0.6878,19500,22264,0.3467,0.6459,0.3243,1,0.625,0.5,1,0.5,37800
Middle Tennessee State University,TN,0,0,0,0,0,0,0,0,0,0.7254,1120,21922,8765,10588,13829,17776,17758,NA,NA,NA,NA,NA,0.6465,0.1514,0.0861,0.0416,0.0023,9e-4,0.0387,0.3612,14093,12432,0.3566,0.5799,0.4728,0.5,0.6293,0.5,1,0.4911,44400
The University of Tennessee-Chattanooga,TN,0,0,0,0,0,0,0,0,0,0.8265,1147,23504,9416,10749,13747,17405,17861,NA,NA,NA,NA,NA,0.7471,0.0968,0.0627,0.0294,0.0024,6e-4,0.0304,0.3951,12000,14915,0.3336,0.5341,0.4623,0.4607,0.5909,0.3333,0,0.5176,42600
The University of Tennessee-Knoxville,TN,0,0,0,0,0,0,0,0,0,0.6841,1299,32658,10518,14847,21897,25767,26950,NA,NA,NA,NA,NA,0.7899,0.0452,0.0591,0.0371,0.0013,4e-4,0.0489,0.2974,16000,28889,0.2245,0.7389,0.6088,0.6492,0.8426,0.5455,0.8333,0.5802,56700
Vanderbilt University,TN,0,0,0,0,0,0,0,0,0,0.0667,1546,79538,NA,NA,NA,NA,NA,7451,4475,8892,16934,43288,0.4061,0.104,0.1102,0.175,0.0041,0.0029,0.0577,0.0993,12913,47737,0.1664,0.934,0.9235,0.8922,0.9543,1,1,0.9639,86200
Abilene Christian University,TX,0,0,0,0,0,0,0,0,0,0.6579,1172,55221,NA,NA,NA,NA,NA,23520,26346,25997,28033,32133,0.6361,0.0675,0.1796,0.0194,0.0054,0,0.0462,0.4382,14750,26839,0.2361,0.6459,0.4368,0.5955,0.75,0.6667,0,0.525,48900
Angelo State University,TX,0,0,0,0,0,1,0,0,0,0.7914,1038,21174,8651,9711,11605,16330,18821,NA,NA,NA,NA,NA,0.4462,0.0619,0.4149,0.0117,0.0013,9e-4,0.0324,0.2727,12394,10000,0.4671,0.4481,0.3176,0.3813,0.625,0.7143,0,0.28,46300
Austin College,TX,0,0,0,0,1,1,0,0,0,0.5437,1243,57746,NA,NA,NA,NA,NA,18488,15295,20291,26077,28585,0.4889,0.0712,0.2607,0.1201,0.0111,9e-4,0.0326,0.5149,17500,24413,0.3113,0.7329,0.8108,0.6528,0.766,0.6667,1,0.7647,52800
Baylor University,TX,0,0,0,0,0,0,0,0,0,0.4588,1347,68535,NA,NA,NA,NA,NA,27102,26538,30976,34485,44827,0.611,0.0484,0.1598,0.0875,0.0024,0.0014,0.0498,0.3096,19500,56511,0.1427,0.8446,0.7512,0.7367,0.7906,0.8889,0.5,0.82,58400
Texas A & M University-Corpus Christi,TX,0,0,0,0,0,1,0,0,0,0.8797,1090,23200,16980,17959,20012,21083,17830,NA,NA,NA,NA,NA,0.3498,0.0359,0.5168,0.0274,0.002,9e-4,0.0271,0.4081,15273,19056,0.3918,0.3736,0.3351,0.3402,0.3273,0.2,0,0.2857,48600
University of Dallas,TX,0,0,0,0,0,1,0,0,0,0.587,1277,63310,NA,NA,NA,NA,NA,13398,13181,18957,23848,33774,0.5864,0.0249,0.2656,0.0685,0.0021,0,0.0187,0.47,18478,24390,0.2849,0.7962,0.3,0.6092,0.7692,0,0.5,0.7143,51400
Texas A & M University-Commerce,TX,0,0,0,0,0,1,0,0,0,0.8645,1050,22475,10169,10928,12156,18421,20245,NA,NA,NA,NA,NA,0.4159,0.185,0.2491,0.0227,0.0036,0.0015,0.0593,0.3995,14250,13205,0.4038,0.4397,0.3736,0.4781,0.1875,0.25,0.5,0.4327,41900
Houston Baptist University,TX,0,0,0,0,0,1,0,0,0,0.8448,1147,46360,NA,NA,NA,NA,NA,17225,18006,20096,23117,25251,0.1912,0.2431,0.3895,0.0707,0.0025,0.0021,0.0384,0.5511,11000,23265,0.5231,0.641,0.3889,0.4416,0.6863,0.6667,1,0.4211,52300
University of Houston,TX,0,0,0,0,1,1,0,0,0,0.6624,1241,24130,11008,11546,12246,19252,22517,NA,NA,NA,NA,NA,0.1845,0.1112,0.3718,0.2399,0.0011,8e-4,0.0313,0.3167,14000,18332,0.4216,0.6133,0.5632,0.582,0.7234,0,1,0.6118,60600
University of the Incarnate Word,TX,0,0,0,0,0,1,0,0,0,0.942,1020,45505,NA,NA,NA,NA,NA,18307,18470,19694,24789,26082,0.159,0.071,0.6459,0.0246,0.004,0.004,0.0238,0.506,21231,26149,0.4361,0.4915,0.463,0.5453,0.6923,0,0.5,0.5455,52500
Lamar University,TX,0,0,0,0,0,0,0,0,0,0.8373,936,21570,10758,10384,11705,16229,18470,NA,NA,NA,NA,NA,0.3934,0.2836,0.2284,0.0552,0.0027,1e-4,0.0046,0.3945,12500,11440,0.4613,0.4423,0.2366,0.411,0.6087,0.4,0.5,0.3529,46000
Texas A & M International University,TX,0,0,0,0,0,1,0,0,0,0.4788,1006,16313,4162,4397,3943,7030,11542,NA,NA,NA,NA,NA,0.0203,0.0048,0.9192,0.0033,3e-4,0,0.0014,0.2991,11000,6071,0.6842,0.2667,0,0.5,0.6667,0,0,0.5,46700
University of Mary Hardin-Baylor,TX,0,0,0,0,0,1,0,0,0,0.9567,1100,45330,NA,NA,NA,NA,NA,28323,27960,28540,30594,34629,0.533,0.1394,0.2532,0.0166,0.0033,0.0017,0.0256,0.6525,15750,23080,0.3976,0.5806,0.2602,0.4481,0.4286,0.7778,0.5,0.5455,48700
McMurry University,TX,0,0,0,0,0,1,0,0,0,0.565,1138,42284,NA,NA,NA,NA,NA,15500,16114,19373,22605,26143,0.4423,0.1474,0.3471,0.0119,0.0046,0.0037,0.0064,0.7014,19000,17035,0.5417,0.4274,0.3182,0.3289,1,1,0,0.3333,46400
Midwestern State University,TX,0,0,0,0,0,1,0,0,0,0.9243,NA,21876,7617,8094,9781,15761,16762,NA,NA,NA,NA,NA,0.4418,0.1547,0.247,0.0323,0.0066,0.0014,0.04,0.4424,13051,14576,0.4224,0.4709,0.2321,0.4,0.375,0.25,0,0.381,47000
University of North Texas,TX,0,0,0,0,0,1,0,0,0,0.7913,1127,24696,10839,11835,15627,20650,21890,NA,NA,NA,NA,NA,0.383,0.1512,0.2831,0.0793,0.0027,0.0011,0.0445,0.3713,14000,19871,0.3535,0.5997,0.5754,0.5725,0.6439,0.6,0.5,0.5253,49300
Prairie View A & M University,TX,1,0,0,0,0,0,0,0,0,0.7607,957,25775,9429,14024,16024,16204,18064,NA,NA,NA,NA,NA,0.0123,0.853,0.0813,0.008,0.002,5e-4,0.0273,0.4643,17500,14563,0.6593,0.3636,0.4114,0.396,0.3889,0.5714,1,0.5455,40700
Rice University,TX,0,0,0,0,0,0,0,0,0,0.0868,1546,71745,NA,NA,NA,NA,NA,5292,4126,6905,13245,43636,0.2819,0.0792,0.1547,0.2946,0.0011,7e-4,0.048,0.0657,9716,43178,0.1665,0.9257,0.8382,0.9276,0.9791,1,1,1,91600
Saint Edward's University,TX,0,0,0,0,0,1,0,0,0,0.851,1165,63671,NA,NA,NA,NA,NA,17738,20598,21925,28697,31099,0.3217,0.0353,0.5162,0.0254,0.0036,4e-4,0.0269,0.5223,20000,28954,0.3983,0.6355,0.587,0.6747,0.5313,1,1,0.5333,55700
Sam Houston State University,TX,0,0,0,0,0,1,0,0,0,0.8463,1056,23962,10354,11586,15540,20752,22678,NA,NA,NA,NA,NA,0.4729,0.1642,0.2701,0.0219,0.0067,0.0012,0.0351,0.4728,16500,16669,0.3985,0.6051,0.4795,0.5606,0.4902,0.75,0,0.5758,49700
Southwestern Assemblies of God University,TX,0,0,0,0,0,1,0,0,0,0.8565,1015,31917,NA,NA,NA,NA,NA,17856,20082,21800,21414,22598,0.5066,0.1408,0.2523,0.0118,0.0286,0.0028,0.0453,0.6449,14750,18883,0.5466,0.4438,0.2826,0.5,0.5,0.1765,0,0.4286,38700
Southwestern University,TX,0,0,0,0,0,1,0,0,0,0.4479,1262,61668,NA,NA,NA,NA,NA,22667,23294,24803,26069,36202,0.5601,0.0554,0.2682,0.0405,0.0027,7e-4,0.0493,0.4661,19500,34600,0.2473,0.7632,0.6667,0.6824,0.625,0.1667,1,0.625,63400
Stephen F Austin State University,TX,0,0,0,0,0,0,0,0,0,0.8951,1067,24402,10757,11484,14359,19094,21919,NA,NA,NA,NA,NA,0.5817,0.1241,0.213,0.0119,0.0054,4e-4,0.0433,0.4437,17750,13493,0.4144,0.5863,0.4217,0.4989,0.5806,0.2727,0.3333,0.5114,46400
Texas State University,TX,0,0,0,0,0,1,0,0,0,0.877,1090,25797,11814,12231,12697,16251,21700,NA,NA,NA,NA,NA,0.4016,0.0934,0.4205,0.0257,0.0022,9e-4,0.0362,0.4529,14993,17065,0.363,0.5998,0.4882,0.5297,0.5789,0.6667,0.7,0.5354,51100
Texas A & M University-Kingsville,TX,0,0,0,0,0,1,0,0,0,0.9655,1130,22081,8910,9971,11767,16884,18974,NA,NA,NA,NA,NA,0.1438,0.0438,0.7582,0.0064,0.0013,7e-4,0.0114,0.472,15873,13178,0.5638,0.4519,0.3108,0.4498,0.6,0,0,0.4211,49300
Texas A & M University-College Station,TX,0,0,0,0,1,1,0,0,0,0.6265,1281,31451,11770,12623,16849,25318,29341,NA,NA,NA,NA,NA,0.5563,0.0229,0.2539,0.1135,0.0022,4e-4,0.0373,0.2629,15000,31555,0.1995,0.8642,0.7069,0.7795,0.8693,0.9474,0.6667,0.8,67800
The University of Texas at Austin,TX,0,0,0,0,1,1,0,0,0,0.3135,1373,29361,12157,14135,17258,25597,28408,NA,NA,NA,NA,NA,0.3318,0.0451,0.2802,0.244,0.001,5e-4,0.0398,0.2677,18909,24336,0.2467,0.8985,0.8382,0.8172,0.9135,0.7857,0.8,0.8762,73900
The University of Texas at Dallas,TX,0,0,0,0,0,0,0,0,0,0.8474,1304,28456,11343,11608,14367,21740,24712,NA,NA,NA,NA,NA,0.2427,0.0549,0.1783,0.4138,0.001,6e-4,0.04,0.3601,13750,21201,0.3155,0.6849,0.6222,0.6065,0.8023,0.5,0.6667,0.6414,61400
The University of Texas at El Paso,TX,0,0,0,0,0,1,0,0,0,0.9992,982,19344,8687,9349,11072,14970,17731,NA,NA,NA,NA,NA,0.0407,0.018,0.8782,0.0059,0.0017,9e-4,0.0078,0.2836,12573,11066,0.5856,0.504,0.2738,0.4618,0.68,0.3333,1,0.3571,43300
Texas Christian University,TX,0,0,0,0,0,0,0,0,0,0.561,1307,71425,NA,NA,NA,NA,NA,28156,24475,28768,36292,48613,0.6551,0.0429,0.1695,0.0226,0.0018,0.001,0.0416,0.2552,19000,58000,0.1232,0.8515,0.7045,0.8207,0.8036,0.8182,0.3333,0.6364,62600
The University of Texas at San Antonio,TX,0,0,0,0,0,1,0,0,0,0.869,1111,21660,9374,10007,12341,17989,20426,NA,NA,NA,NA,NA,0.1957,0.0814,0.6076,0.0566,0.0011,0.0015,0.0341,0.4327,15000,12937,0.4374,0.4941,0.5591,0.5418,0.5647,0.4286,0.5,0.4841,49600
Texas Tech University,TX,0,0,0,0,0,1,0,0,0,0.6734,1198,27249,13728,15062,18259,23641,24698,NA,NA,NA,NA,NA,0.5454,0.0599,0.2905,0.0315,0.0033,7e-4,0.0421,0.4309,15250,20130,0.2581,0.6594,0.639,0.5768,0.6418,0.6154,0.375,0.6316,61600
Texas Woman's University,TX,0,0,0,0,0,1,0,0,0,0.9363,1041,20019,8447,8812,11366,16016,17056,NA,NA,NA,NA,NA,0.2899,0.1867,0.3614,0.0943,0.0034,7e-4,0.0372,0.3835,14000,8000,0.432,0.5401,0.3911,0.4515,0.6535,1,0,0.431,49100
West Texas A & M University,TX,0,0,0,0,0,1,0,0,0,0.9163,1050,22672,16868,17523,20609,22506,22649,NA,NA,NA,NA,NA,0.5218,0.0448,0.3377,0.0176,0.0053,0.0015,0.0237,0.3599,12620,11964,0.4678,0.489,0.2568,0.3962,0.7059,0.2,0,0.4545,46700
Brigham Young University,UT,0,0,0,0,0,0,0,0,0,0.6667,1376,19819,NA,NA,NA,NA,NA,8680,9672,12542,15914,19055,0.8081,0.0042,0.0793,0.0177,0.0022,0.0069,0.0448,0.1075,8310,10532,0.3239,0.7961,0.8,0.7297,0.7419,0.6667,0.5769,0.7135,71500
Southern Utah University,UT,0,0,0,0,0,0,0,0,0,0.8385,NA,19869,8203,8360,10915,13907,15506,NA,NA,NA,NA,NA,0.7328,0.0169,0.0716,0.0131,0.0106,0.0101,0.0128,0.1771,7751,10000,0.3344,0.5958,0.5814,0.5366,0.4583,0.4118,0.3103,0.5,45500
Utah State University,UT,0,0,0,0,0,0,0,0,0,0.9373,1187,20770,7981,10118,11384,14890,18114,NA,NA,NA,NA,NA,0.8264,0.0074,0.0636,0.0086,0.0145,0.0032,0.0233,0.1925,9500,12089,0.3221,0.5717,0.2222,0.4205,0.5128,0.2788,0.5,0.5,49600
University of Utah,UT,0,0,0,0,0,0,0,0,0,0.8913,1236,18891,6718,8083,8383,12424,14344,NA,NA,NA,NA,NA,0.6329,0.0144,0.1407,0.0785,0.0035,0.0044,0.0595,0.2165,14000,21371,0.2232,0.6564,0.6154,0.559,0.695,0.4444,0.3333,0.6618,63500
Westminster College,UT,0,0,0,0,0,0,0,0,0,0.6975,1247,54750,NA,NA,NA,NA,NA,19242,16999,22417,26368,30435,0.6963,0.0157,0.1277,0.0251,0,0.0073,0.045,0.6904,18500,26000,0.2604,0.6358,0.5556,0.7447,0.7692,0.4,0,0.5455,58100
Northern Vermont University,VT,0,0,0,0,0,0,0,0,0,0.7288,NA,25648,9637,11865,14390,16863,20536,NA,NA,NA,NA,NA,0.7243,0.0521,0.0703,0.0039,0.0039,0,0.0355,0.5578,14489,13318,0.4398,0.3899,0.25,0.5,0.6667,0.3333,1,0.4333,35600
Norwich University,VT,0,0,0,0,0,0,0,0,0,0.8261,NA,62955,NA,NA,NA,NA,NA,15843,16606,18970,22049,28839,0.6722,0.048,0.027,0.031,0.0033,0.0015,0.1186,0.4833,17501,22887,0.2455,0.6515,0.3768,0.5357,0.6111,0.6667,0,0.57,57100
Christopher Newport University,VA,0,0,0,0,0,0,0,0,0,0.8535,1199,31162,10562,13690,17026,24805,28609,NA,NA,NA,NA,NA,0.7395,0.0799,0.0759,0.0403,7e-4,0.0011,0.0504,0.379,19500,35373,0.1443,0.7854,0.7183,0.6892,0.7857,0.6667,1,0.5645,52000
George Mason University,VA,0,0,0,0,1,0,0,0,0,0.9,1255,26268,12235,12661,15751,19450,24224,NA,NA,NA,NA,NA,0.3425,0.1194,0.1711,0.2307,9e-4,0.0011,0.0531,0.3583,15750,25687,0.3026,0.685,0.6949,0.688,0.7884,1,0.5,0.6629,63900
Hollins University,VA,0,0,0,0,0,0,0,0,1,0.724,1228,56698,NA,NA,NA,NA,NA,19530,20947,21981,25461,24193,0.582,0.148,0.0943,0.0116,0,0.0029,0.0726,0.6143,22925,19385,0.3619,0.6709,0.3889,0.8571,0.6,0.6667,1,0.5,37900
James Madison University,VA,0,0,0,0,0,0,0,0,0,0.7831,1241,29043,13170,14028,18596,24672,28096,NA,NA,NA,NA,NA,0.7478,0.047,0.0763,0.057,0.0021,0.0012,0.0401,0.3008,17272,33569,0.145,0.8214,0.7845,0.7782,0.8267,1,1,0.7619,63300
Liberty University,VA,0,0,0,0,0,0,0,0,0,0.9929,NA,41963,NA,NA,NA,NA,NA,30398,27571,28094,28785,31590,0.5763,0.0939,0.0709,0.0173,0.0041,0.0024,0.038,0.494,15943,26296,0.3876,0.695,0.3571,0.5455,0.7797,0.4,0.1667,0.6711,41400
Longwood University,VA,0,0,0,0,0,0,0,0,0,0.8779,1116,31501,13115,15366,18034,22918,26455,NA,NA,NA,NA,NA,0.7225,0.1063,0.0651,0.0153,0.0027,3e-4,0.0542,0.4868,19000,28038,0.2784,0.6873,0.6044,0.7045,0.5455,0.5,1,0.6471,45300
Marymount University,VA,0,0,0,0,0,0,0,0,0,0.8142,NA,50922,NA,NA,NA,NA,NA,21926,22981,22991,25735,24775,0.3084,0.1644,0.254,0.0731,0,0.0023,0.0533,0.3746,20000,35110,0.2586,0.6324,0.5591,0.55,0.7333,0.5,1,0.4706,57000
Old Dominion University,VA,0,0,0,0,0,0,0,0,0,0.9514,1172,26060,12004,12445,14243,18876,22619,NA,NA,NA,NA,NA,0.4222,0.3246,0.1022,0.0497,0.0023,0.0026,0.0677,0.4532,16300,16491,0.3745,0.522,0.45,0.4358,0.6641,0.25,0.6,0.4056,48700
Radford University,VA,0,0,0,0,0,0,0,0,0,0.9334,1057,25873,11263,12084,14923,20194,22574,NA,NA,NA,NA,NA,0.6476,0.1514,0.0908,0.0151,0.0032,0.001,0.0548,0.5905,17500,17980,0.3649,0.5651,0.503,0.4532,0.4643,0.4286,0.2,0.56,48000
Randolph-Macon College,VA,0,0,0,0,0,0,0,0,0,0.8545,1122,59197,NA,NA,NA,NA,NA,21359,20281,26179,27469,30648,0.752,0.086,0.0528,0.0224,0.002,7e-4,0.0535,0.5963,22500,36326,0.1913,0.7468,0.8049,0.5455,0.4286,1,1,0.6154,54800
Southern Virginia University,VA,0,0,0,0,0,0,0,0,0,0.9945,1089,31394,NA,NA,NA,NA,NA,18862,17135,20423,21280,25220,0.7322,0.0399,0.0893,0.0123,0.0095,0.0323,0.0617,0.4571,14250,15000,0.4995,0.4908,0.2857,0.5,0.5,1,0.25,0.2308,39100
Virginia Polytechnic Institute and State University,VA,0,0,0,0,1,0,0,0,0,0.5698,1337,28064,10947,12988,16791,23281,26950,NA,NA,NA,NA,NA,0.5981,0.0596,0.0957,0.1229,0.0011,0.0012,0.0524,0.3446,19000,32940,0.1502,0.8803,0.808,0.8342,0.8736,0.75,1,0.8421,67100
Virginia Commonwealth University,VA,0,0,0,0,1,0,0,0,0,0.91,1170,33388,14188,15435,18675,23433,28236,NA,NA,NA,NA,NA,0.4099,0.2078,0.1133,0.144,0.0021,0.0017,0.0814,0.4227,17021,22288,0.305,0.642,0.6271,0.591,0.7538,0.6,0.3333,0.6007,49700
University of Virginia-Main Campus,VA,0,0,0,0,0,0,0,0,0,0.1866,1487,36314,11273,12720,14884,23840,32829,NA,NA,NA,NA,NA,0.5226,0.07,0.0714,0.178,7e-4,5e-4,0.0565,0.205,15153,34372,0.1375,0.9593,0.883,0.9536,0.975,1,1,0.9103,79400
Virginia Military Institute,VA,0,0,0,0,0,0,0,0,0,0.7106,1201,33182,10812,13862,12260,16801,25668,NA,NA,NA,NA,NA,0.7407,0.0675,0.082,0.0483,0.0033,0.002,0.0324,0.5787,19000,31989,0.15310000000000001,0.7811,0.7407,0.6667,0.75,0.6,0.5,1,65200
Central Washington University,WA,0,0,0,0,0,0,0,0,0,0.9349,NA,25435,10471,13120,15541,21039,24287,NA,NA,NA,NA,NA,0.5453,0.0508,0.1998,0.0449,0.0066,0.009,0.0852,0.3862,13000,17031,0.3379,0.5446,0.35,0.5345,0.5,0.375,0.25,0.5238,50100
Cornish College of the Arts,WA,0,0,0,0,0,0,0,0,0,0.7113,NA,52653,NA,NA,NA,NA,NA,27662,28696,40414,41927,43293,0.649,0.0505,0.0192,0.0385,0.0144,0,0.101,0.7275,20610,41556,0.3388,0.5046,0.3333,0.5417,0.6667,0.3333,0.3333,0.7059,33600
Eastern Washington University,WA,0,0,0,0,0,0,0,0,0,0.9612,NA,22226,6350,6972,10071,16137,20221,NA,NA,NA,NA,NA,0.5846,0.0382,0.2005,0.0215,0.0123,0.0079,0.068,0.6799,14053,14000,0.3889,0.5202,0.4242,0.4613,0.413,0.3529,0.0833,0.5,46700
Gonzaga University,WA,0,0,0,0,0,0,0,0,0,0.6974,1329,66149,NA,NA,NA,NA,NA,22317,20802,25521,35831,41075,0.6483,0.0114,0.1287,0.0664,0.0048,0.0036,0.0755,0.3831,20500,54424,0.1431,0.8958,0.75,0.8082,0.8621,0.9,1,0.8681,63800
Northwest University,WA,0,0,0,0,0,0,0,0,0,0.9426,1198,45835,NA,NA,NA,NA,NA,18753,13603,18914,22193,25654,0.6239,0.0574,0.1375,0.0453,0,0.0076,0.077,0.599,15000,16050,0.2919,0.7,0.6364,0.6111,0.5714,0.5,0.5,0.5556,46300
Pacific Lutheran University,WA,0,0,0,0,1,0,0,0,0,0.889,1338,60866,NA,NA,NA,NA,NA,17751,17563,19030,26941,28964,0.5051,0.0413,0.1775,0.111,0.0071,0.0195,0.1065,0.4408,17074,23300,0.3471,0.757,0.5185,0.7018,0.726,0.5,0.4,0.6377,53500
University of Puget Sound,WA,0,0,0,0,0,0,0,0,0,0.8266,1301,73002,NA,NA,NA,NA,NA,26537,27810,36006,34060,45126,0.6583,0.0298,0.1157,0.0678,0.0029,0.0058,0.0864,0.4282,19250,52700,0.1779,0.7816,0.625,0.75,0.8158,1,0.3333,0.6607,59100
Saint Martin's University,WA,0,0,0,0,1,0,0,0,0,0.9504,1090,54442,NA,NA,NA,NA,NA,13827,15750,16979,24705,27985,0.3765,0.0714,0.2247,0.1042,0.0089,0.0625,0.1295,0.5965,15625,23179,0.3976,0.6154,0.5,0.6444,0.7273,0.25,0.5,0.5625,51600
Seattle Pacific University,WA,0,0,0,0,0,0,0,0,0,0.9071,1205,51895,NA,NA,NA,NA,NA,18413,19802,22404,30512,33315,0.3981,0.0722,0.176,0.1544,0.0029,0.0071,0.1009,0.5277,16946,29860,0.342,0.6667,0.5556,0.6133,0.7308,0.25,0.5556,0.6418,54200
